document_id,source_dataset,prompt
12268,MedQuAD,What are the symptoms of Aphalangia partial with syndactyly and duplication of metatarsal IV ?
12269,MedQuAD,What are the genetic changes related to Marfan syndrome ?
12270,MedQuAD,What are the symptoms of Problems with Taste ?
12271,MedQuAD,Is Multifocal motor neuropathy inherited ?
12272,MedQuAD,What are the symptoms of 5q- syndrome ?
12273,PubMedQA,Prostate-specific antigen and free prostate-specific antigen in the early detection of prostate cancer: do combination tests improve detection?
12274,MedQuAD,What are the treatments for Perrault syndrome ?
12275,MedQuAD,What causes Fibrolamellar carcinoma ?
12276,MedQuAD,What causes Hypophosphatemic rickets ?
12277,MedQuAD,Is very long-chain acyl-CoA dehydrogenase deficiency inherited ?
12278,MedQuAD,What is (are) isodicentric chromosome 15 syndrome ?
12279,MedQuAD,What are the treatments for Childhood Acute Lymphoblastic Leukemia ?
12280,MedQuAD,What are the symptoms of Hereditary sensory neuropathy type IE ?
12281,MedQuAD,What is (are) Sleep Disorders ?
12282,MedQuAD,What are the genetic changes related to Niemann-Pick disease ?
12283,MedQuAD,Is Galactosialidosis inherited ?
12284,MedQuAD,What is (are) Diabetic Neuropathies: The Nerve Damage of Diabetes ?
12285,MedQuAD,Is multiple mitochondrial dysfunctions syndrome inherited ?
12286,PubMedQA,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?
12287,MedQuAD,Do you have information about Children's Page
12288,MedQuAD,What is (are) Heart Diseases--Prevention ?
12289,MedQuAD,What are the symptoms of Arachnodactyly - intellectual disability - dysmorphism ?
12290,MedQuAD,Do you have information about Preconception Care
12291,MedQuAD,What are the treatments for Hypotonia ?
12292,MedQuAD,How to diagnose Chronic Myelogenous Leukemia ?
12293,MedQuAD,What are the symptoms of Globozoospermia ?
12294,MedQuAD,How many people are affected by Kawasaki disease ?
12295,MedQuAD,What are the genetic changes related to complement component 2 deficiency ?
12296,MedQuAD,What are the symptoms of Weyers acrofacial dysostosis ?
12297,MedQuAD,What is (are) Lysinuric protein intolerance ?
12298,MedQuAD,How many people are affected by Weaver syndrome ?
12299,MedQuAD,What are the treatments for Tangier disease ?
12300,MedQuAD,What are the symptoms of Summitt syndrome ?
12301,MedQuAD,What are the symptoms of Kienbock's disease ?
12302,MedQuAD,How many people are affected by Leydig cell hypoplasia ?
12303,MedQuAD,What is (are) Bone Infections ?
12304,MedQuAD,How to prevent Urinary Retention ?
12305,MedQuAD,What are the treatments for Hearing Loss ?
12306,PubMedQA,The use of audit to identify maternal mortality in different settings: is it just a difference between the rich and the poor?
12307,MedQuAD,How to prevent Asbestos-Related Lung Diseases ?
12308,MedQuAD,What are the symptoms of Fingerprint body myopathy ?
12309,MedQuAD,How many people are affected by dermatofibrosarcoma protuberans ?
12310,MedQuAD,What is (are) Bilateral frontoparietal polymicrogyria ?
12311,MedQuAD,How many people are affected by methylmalonic acidemia ?
12312,MedQuAD,What is (are) Vasculitis ?
12313,MedQuAD,"What are the symptoms of Amino aciduria with mental deficiency, dwarfism, muscular dystrophy, osteoporosis and acidosis ?"
12314,MedQuAD,What are the genetic changes related to hereditary fructose intolerance ?
12315,MedQuAD,What are the symptoms of Split hand split foot nystagmus ?
12316,MedQuAD,What are the symptoms of Fanconi renotubular syndrome ?
12317,MedQuAD,What is (are) BRCA1 hereditary breast and ovarian cancer syndrome ?
12318,MedQuAD,How many people are affected by dystonia 6 ?
12319,MedQuAD,What is (are) Autoimmune hepatitis ?
12320,MedQuAD,How to diagnose What I need to know about Hepatitis C ?
12321,MedQuAD,What are the symptoms of Bork Stender Schmidt syndrome ?
12322,PubMedQA,Advanced epithelial ovarian carcinoma in Thai women: should we continue to offer second-look laparotomy?
12323,MedQuAD,What is (are) molybdenum cofactor deficiency ?
12324,MedQuAD,What are the genetic changes related to Pitt-Hopkins syndrome ?
12325,MedQuAD,What are the symptoms of Triple A syndrome ?
12326,MedQuAD,What is (are) Jaundice ?
12327,MedQuAD,What are the symptoms of Hypomagnesemia primary ?
12328,PubMedQA,Does increased patient awareness improve accrual into cancer-related clinical trials?
12329,PubMedQA,Blunt trauma in intoxicated patients: is computed tomography of the abdomen always necessary?
12330,MedQuAD,What is (are) Rubella ?
12331,MedQuAD,Is spinal and bulbar muscular atrophy inherited ?
12332,MedQuAD,What are the symptoms of Sea-Blue histiocytosis ?
12333,MedQuAD,What is (are) Pulmonary Fibrosis ?
12334,MedQuAD,How to diagnose Parasites - Toxoplasmosis (Toxoplasma infection) ?
12335,MedQuAD,What are the symptoms of Depression ?
12336,MedQuAD,What are the symptoms of Congenital ectodermal dysplasia with hearing loss ?
12337,MedQuAD,Do you have information about Flu Shot
12338,MedQuAD,What are the genetic changes related to very long-chain acyl-CoA dehydrogenase deficiency ?
12339,MedQuAD,What causes Trisomy 17 mosaicism ?
12340,MedQuAD,How to diagnose Kyasanur Forest Disease (KFD) ?
12341,MedQuAD,Is Townes-Brocks Syndrome inherited ?
12342,MedQuAD,What are the genetic changes related to giant congenital melanocytic nevus ?
12343,MedQuAD,What are the genetic changes related to tetrahydrobiopterin deficiency ?
12344,MedQuAD,What are the genetic changes related to vitelliform macular dystrophy ?
12345,MedQuAD,What is (are) Ullrich congenital muscular dystrophy ?
12346,MedQuAD,What are the symptoms of Weaver syndrome ?
12347,MedQuAD,What are the treatments for Pyridoxine-dependent epilepsy ?
12348,MedQuAD,What are the symptoms of HTLV-1 associated myelopathy/tropical spastic paraparesis ?
12349,PubMedQA,Chronic functional somatic symptoms: a single syndrome?
12350,MedQuAD,What causes Primary Ciliary Dyskinesia ?
12351,MedQuAD,What is (are) Chromosome 7p deletion ?
12352,MedQuAD,What is (are) Familial hyperinsulinism ?
12353,MedQuAD,How many people are affected by RAPADILINO syndrome ?
12354,MedQuAD,What are the symptoms of Dermatomyositis ?
12355,MedQuAD,Is Crouzon syndrome inherited ?
12356,MedQuAD,How to diagnose Pierson syndrome ?
12357,MedQuAD,what research (or clinical trials) is being done for Ovarian Low Malignant Potential Tumors ?
12358,MedQuAD,Is Caffey disease inherited ?
12359,MedQuAD,What are the symptoms of Adult neuronal ceroid lipofuscinosis ?
12360,MedQuAD,"Is Ovarian Epithelial, Fallopian Tube, and Primary Peritoneal Cancer inherited ?"
12361,MedQuAD,Is Angelman syndrome inherited ?
12362,MedQuAD,What are the treatments for mitochondrial complex III deficiency ?
12363,MedQuAD,What is (are) Lipodermatosclerosis ?
12364,MedQuAD,Is Northern epilepsy inherited ?
12365,PubMedQA,Is laparoscopic reoperation for failed antireflux surgery feasible?
12366,MedQuAD,"How to diagnose Ehlers-Danlos syndrome, kyphoscoliosis type ?"
12367,MedQuAD,What are the symptoms of Methylcobalamin deficiency cbl G type ?
12368,MedQuAD,What is (are) Laryngeal Cancer ?
12369,MedQuAD,How many people are affected by alpha-mannosidosis ?
12370,MedQuAD,what research (or clinical trials) is being done for Vasculitis Syndromes of the Central and Peripheral Nervous Systems ?
12371,MedQuAD,How to diagnose Hemorrhoids ?
12372,MedQuAD,What are the symptoms of Tranebjaerg Svejgaard syndrome ?
12373,PubMedQA,Are women with major depression in pregnancy identifiable in population health data?
12374,MedQuAD,What is the outlook for Myoclonus ?
12375,MedQuAD,What is (are) Gestational Trophoblastic Disease ?
12376,MedQuAD,Is Ollier disease inherited ?
12377,MedQuAD,What are the treatments for Nodular nonsuppurative panniculitis ?
12378,MedQuAD,What are the symptoms of Glanzmann thrombasthenia ?
12379,MedQuAD,What is (are) Duchenne muscular dystrophy ?
12380,MedQuAD,What are the stages of Penile Cancer ?
12381,MedQuAD,What are the treatments for Cri du chat syndrome ?
12382,MedQuAD,What is (are) Hypotrichosis-lymphedema-telangiectasia syndrome ?
12383,MedQuAD,What are the symptoms of Carney complex ?
12384,MedQuAD,What is (are) cryptogenic cirrhosis ?
12385,MedQuAD,What are the complications of Anemia in Chronic Kidney Disease ?
12386,MedQuAD,How to diagnose Pulmonary Hypertension ?
12387,MedQuAD,What are the treatments for homocystinuria ?
12388,MedQuAD,What are the symptoms of Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1 ?
12389,MedQuAD,How to prevent Parasites - Fascioliasis (Fasciola Infection) ?
12390,MedQuAD,Is congenital dyserythropoietic anemia inherited ?
12391,PubMedQA,Pancreas retransplantation:  a second chance for diabetic patients?
12392,MedQuAD,What are the symptoms of Familial avascular necrosis of the femoral head ?
12393,MedQuAD,What is (are) Greenberg dysplasia ?
12394,MedQuAD,How many people are affected by periventricular heterotopia ?
12395,MedQuAD,What are the symptoms of Immune Thrombocytopenia ?
12396,MedQuAD,What are the symptoms of Paragangliomas 4 ?
12397,MedQuAD,How to diagnose Gerstmann-Straussler-Scheinker disease ?
12398,MedQuAD,What is (are) Swyer syndrome ?
12399,MedQuAD,What are the symptoms of Borjeson-Forssman-Lehmann syndrome ?
12400,MedQuAD,What are the symptoms of Mental retardation X-linked syndromic 7 ?
12401,MedQuAD,Is Kawasaki disease inherited ?
12402,MedQuAD,What are the treatments for surfactant dysfunction ?
12403,MedQuAD,What is (are) Keratosis follicularis spinulosa decalvans ?
12404,MedQuAD,What are the symptoms of PPM-X syndrome ?
12405,MedQuAD,How many people are affected by retinoblastoma ?
12406,MedQuAD,How many people are affected by dihydrolipoamide dehydrogenase deficiency ?
12407,MedQuAD,What are the treatments for Gardner-Diamond syndrome ?
12408,MedQuAD,What are the symptoms of Benign recurrent intrahepatic cholestasis ?
12409,MedQuAD,What are the genetic changes related to dentinogenesis imperfecta ?
12410,MedQuAD,What are the symptoms of Iron-Deficiency Anemia ?
12411,MedQuAD,What is (are) Biliary Atresia ?
12412,MedQuAD,What is (are) neuroblastoma ?
12413,MedQuAD,Who is at risk for Glaucoma? ?
12414,MedQuAD,What is (are) Infantile-onset ascending hereditary spastic paralysis ?
12415,MedQuAD,What is (are) Shapiro syndrome ?
12416,MedQuAD,What are the genetic changes related to warfarin sensitivity ?
12417,MedQuAD,What are the symptoms of Acromegaly ?
12418,MedQuAD,What is (are) Medullary cystic kidney disease ?
12419,MedQuAD,What are the treatments for Ewing sarcoma ?
12420,MedQuAD,What is (are) Macular Degeneration ?
12421,MedQuAD,What are the treatments for isolated ectopia lentis ?
12422,MedQuAD,Is hypermethioninemia inherited ?
12423,MedQuAD,Is ZAP70-related severe combined immunodeficiency inherited ?
12424,MedQuAD,What are the symptoms of Chiari malformation type 3 ?
12425,MedQuAD,How to prevent Sickle Cell Disease ?
12426,MedQuAD,What is (are) Noonan syndrome 4 ?
12427,MedQuAD,What is (are) congenital hepatic fibrosis ?
12428,MedQuAD,What is (are) 47 XXX syndrome ?
12429,MedQuAD,Is renal hypouricemia inherited ?
12430,MedQuAD,What are the symptoms of Odontomicronychial dysplasia ?
12431,MedQuAD,"What are the symptoms of Polyglucosan body disease, adult ?"
12432,MedQuAD,What are the treatments for Breast Cancer ?
12433,MedQuAD,What is (are) histidinemia ?
12434,MedQuAD,What are the treatments for Stiff-Person Syndrome ?
12435,MedQuAD,What are the genetic changes related to Leber congenital amaurosis ?
12436,MedQuAD,How many people are affected by Laron syndrome ?
12437,MedQuAD,What are the treatments for Prosopagnosia ?
12438,MedQuAD,What are the symptoms of Isovaleric acidemia ?
12439,MedQuAD,What are the treatments for Pyruvate dehydrogenase deficiency ?
12440,MedQuAD,What are the treatments for achondrogenesis ?
12441,MedQuAD,What is (are) Hemochromatosis ?
12442,MedQuAD,How to diagnose Antisynthetase syndrome ?
12443,MedQuAD,What causes Adenoid cystic carcinoma ?
12444,MedQuAD,What are the symptoms of Kaplan Plauchu Fitch syndrome ?
12445,MedQuAD,What is (are) Hearing Disorders and Deafness ?
12446,MedQuAD,Is familial Mediterranean fever inherited ?
12447,MedQuAD,What are the genetic changes related to Zellweger spectrum disorder ?
12448,MedQuAD,What are the treatments for Werner syndrome ?
12449,MedQuAD,How to diagnose Bartter syndrome ?
12450,MedQuAD,Who is at risk for Parasites - Lymphatic Filariasis? ?
12451,MedQuAD,What is (are) Erb-Duchenne and Dejerine-Klumpke Palsies ?
12452,MedQuAD,What are the treatments for asphyxiating thoracic dystrophy ?
12453,MedQuAD,What is the outlook for Chronic Pain ?
12454,MedQuAD,What is (are) Vein of Galen aneurysm ?
12455,MedQuAD,How many people are affected by oculodentodigital dysplasia ?
12456,MedQuAD,What are the treatments for Binswanger's Disease ?
12457,MedQuAD,What is (are) Viral Gastroenteritis ?
12458,MedQuAD,Is SADDAN inherited ?
12459,MedQuAD,What are the treatments for Cholesteatoma ?
12460,MedQuAD,What is (are) hyperkalemic periodic paralysis ?
12461,MedQuAD,What are the symptoms of Achondroplasia ?
12462,MedQuAD,What are the treatments for Andermann syndrome ?
12463,MedQuAD,What are the genetic changes related to WAGR syndrome ?
12464,MedQuAD,How many people are affected by Wolman disease ?
12465,MedQuAD,What is (are) Limited systemic sclerosis ?
12466,MedQuAD,what research (or clinical trials) is being done for Salivary Gland Cancer ?
12467,MedQuAD,What is (are) Nonalcoholic steatohepatitis ?
12468,MedQuAD,What are the treatments for Limited cutaneous systemic sclerosis ?
12469,PubMedQA,Is There an Additional Value of Using Somatostatin Receptor Subtype 2a Immunohistochemistry Compared to Somatostatin Receptor Scintigraphy Uptake in Predicting Gastroenteropancreatic Neuroendocrine Tumor Response?
12470,MedQuAD,What is (are) Fanconi Bickel syndrome ?
12471,MedQuAD,What are the symptoms of Pili torti onychodysplasia ?
12472,MedQuAD,Is Cant syndrome inherited ?
12473,MedQuAD,What causes Heart Failure ?
12474,PubMedQA,Cholesterol screening in school children: is family history reliable to choose the ones to screen?
12475,MedQuAD,What is (are) Metastatic Squamous Neck Cancer with Occult Primary ?
12476,MedQuAD,What are the symptoms of Early infantile epileptic encephalopathy 25 ?
12477,MedQuAD,What is (are) Von Willebrand Disease ?
12478,MedQuAD,How to prevent Am I at Risk for Type 2 Diabetes? Taking Steps to Lower Your Risk of Getting Diabetes ?
12479,MedQuAD,What are the treatments for Dementia With Lewy Bodies ?
12480,MedQuAD,What are the treatments for Multiple Sclerosis ?
12481,MedQuAD,"What are the symptoms of Deafness, epiphyseal dysplasia, short stature ?"
12482,MedQuAD,What are the genetic changes related to van der Woude syndrome ?
12483,MedQuAD,How to prevent IgA Nephropathy ?
12484,MedQuAD,What is (are) Oculopharyngeal muscular dystrophy ?
12485,MedQuAD,What are the symptoms of Radius absent anogenital anomalies ?
12486,MedQuAD,What is (are) X-linked dystonia-parkinsonism ?
12487,MedQuAD,Do you have information about Water Safety (Recreational)
12488,MedQuAD,Who is at risk for Insomnia? ?
12489,MedQuAD,What are the treatments for Shapiro syndrome ?
12490,MedQuAD,"Is 46,XX testicular disorder of sex development inherited ?"
12491,MedQuAD,Is carnitine palmitoyltransferase II deficiency inherited ?
12492,MedQuAD,What are the symptoms of Tracheoesophageal fistula ?
12493,MedQuAD,What causes Overview of Kidney Disease in Children ?
12494,PubMedQA,Is the ability to perform transurethral resection of the prostate influenced by the surgeon's previous experience?
12495,MedQuAD,What are the treatments for type 1 diabetes ?
12496,MedQuAD,Is inclusion body myopathy with early-onset Paget disease and frontotemporal dementia inherited ?
12497,MedQuAD,"What are the treatments for mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes ?"
12498,MedQuAD,What is (are) Dual Diagnosis ?
12499,MedQuAD,What is (are) incontinentia pigmenti ?
12500,MedQuAD,"What are the symptoms of Leukoencephalopathy, arthritis, colitis, and hypogammaglobulinema ?"
12501,MedQuAD,What is (are) Idiopathic juxtafoveal retinal telangiectasia ?
12502,MedQuAD,What causes Gerstmann-Straussler-Scheinker disease ?
12503,MedQuAD,How to prevent Diagnosis of Diabetes and Prediabetes ?
12504,MedQuAD,What are the treatments for Tuberous Sclerosis ?
12505,MedQuAD,How many people are affected by Peters plus syndrome ?
12506,MedQuAD,What are the symptoms of Human T-cell leukemia virus type 2 ?
12507,MedQuAD,What are the symptoms of C syndrome ?
12508,MedQuAD,What are the symptoms of X-linked congenital stationary night blindness ?
12509,MedQuAD,What are the symptoms of Tietz syndrome ?
12510,MedQuAD,What is (are) Kidney Failure ?
12511,MedQuAD,What are the symptoms of Esthesioneuroblastoma ?
12512,MedQuAD,How many people are affected by progressive familial heart block ?
12513,MedQuAD,What are the symptoms of Long QT syndrome ?
12514,MedQuAD,What are the treatments for Dyssynergia Cerebellaris Myoclonica ?
12515,MedQuAD,What are the genetic changes related to Stargardt macular degeneration ?
12516,MedQuAD,How to prevent Shingles ?
12517,MedQuAD,What are the treatments for Poland syndrome ?
12518,MedQuAD,What is (are) Beta-thalassemia ?
12519,MedQuAD,How to diagnose X-linked hypophosphatemia ?
12520,MedQuAD,What is the outlook for Hypertonia ?
12521,MedQuAD,What is (are) Congenital contractural arachnodactyly ?
12522,MedQuAD,What is (are) Prevent diabetes problems: Keep your kidneys healthy ?
12523,MedQuAD,What are the symptoms of Microtia-Anotia ?
12524,MedQuAD,What to do for Nonalcoholic Steatohepatitis ?
12525,MedQuAD,What are the symptoms of Onychodystrophy-anonychia ?
12526,MedQuAD,How many people are affected by lung cancer ?
12527,MedQuAD,How many people are affected by Zellweger spectrum disorder ?
12528,MedQuAD,What is (are) Andersen-Tawil syndrome ?
12529,MedQuAD,Is Ankylosing spondylitis inherited ?
12530,MedQuAD,What are the genetic changes related to caudal regression syndrome ?
12531,PubMedQA,Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?
12532,MedQuAD,What are the symptoms of Myotonia congenita autosomal dominant ?
12533,MedQuAD,Is VLCAD deficiency inherited ?
12534,MedQuAD,What is (are) Pyruvate kinase deficiency ?
12535,MedQuAD,Is Arts syndrome inherited ?
12536,MedQuAD,What are the genetic changes related to Lenz microphthalmia syndrome ?
12537,MedQuAD,What are the symptoms of Familial dilated cardiomyopathy ?
12538,MedQuAD,What are the symptoms of Graves' Disease ?
12539,MedQuAD,What are the symptoms of Familial multiple trichodiscomas ?
12540,MedQuAD,What is (are) sensorineural deafness and male infertility ?
12541,MedQuAD,What are the symptoms of Childhood Central Nervous System Embryonal Tumors ?
12542,MedQuAD,What are the treatments for Spina Bifida ?
12543,MedQuAD,What is (are) vitelliform macular dystrophy ?
12544,MedQuAD,How many people are affected by congenital bilateral absence of the vas deferens ?
12545,MedQuAD,what research (or clinical trials) is being done for Anal Cancer ?
12546,MedQuAD,What causes Medullary cystic kidney disease ?
12547,MedQuAD,"What are the treatments for Craniometaphyseal dysplasia, autosomal recessive type ?"
12548,MedQuAD,What causes Factor V deficiency ?
12549,MedQuAD,What is (are) Movement Disorders ?
12550,MedQuAD,Is Meckel syndrome inherited ?
12551,MedQuAD,What are the genetic changes related to alpha thalassemia ?
12552,MedQuAD,What are the genetic changes related to glycogen storage disease type IX ?
12553,MedQuAD,What are the stages of Ovarian Germ Cell Tumors ?
12554,MedQuAD,What is (are) Polyarteritis nodosa ?
12555,MedQuAD,What are the stages of Thymoma and Thymic Carcinoma ?
12556,MedQuAD,What are the symptoms of Sertoli cell-only syndrome ?
12557,MedQuAD,What is (are) Henoch-Schnlein Purpura ?
12558,MedQuAD,How to diagnose Childhood Brain Stem Glioma ?
12559,PubMedQA,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?
12560,MedQuAD,How many people are affected by Heart Attack ?
12561,MedQuAD,What to do for Kidney Failure: What to Expect ?
12562,PubMedQA,Does successful completion of the Perinatal Education Programme result in improved obstetric practice?
12563,MedQuAD,What is (are) arrhythmogenic right ventricular cardiomyopathy ?
12564,MedQuAD,Is neutral lipid storage disease with myopathy inherited ?
12565,MedQuAD,What are the genetic changes related to Caffey disease ?
12566,MedQuAD,"What is (are) Ehlers-Danlos syndrome, dermatosparaxis type ?"
12567,MedQuAD,What is (are) C syndrome ?
12568,MedQuAD,What is (are) Mycosis Fungoides and the Szary Syndrome ?
12569,PubMedQA,Is aerobic workload positively related to ambulatory blood pressure?
12570,MedQuAD,What is (are) Juvenile temporal arteritis ?
12571,MedQuAD,What is (are) cardiofaciocutaneous syndrome ?
12572,MedQuAD,What are the genetic changes related to ZAP70-related severe combined immunodeficiency ?
12573,PubMedQA,Are physicians aware of the side effects of angiotensin-converting enzyme inhibitors?
12574,MedQuAD,What is (are) Pineocytoma ?
12575,MedQuAD,What is (are) protein C deficiency ?
12576,MedQuAD,What are the genetic changes related to Maffucci syndrome ?
12577,MedQuAD,What are the symptoms of Glycogen storage disease type 6 ?
12578,MedQuAD,What are the treatments for Mitochondrial complex IV deficiency ?
12579,MedQuAD,What is the outlook for Aicardi Syndrome ?
12580,MedQuAD,What is (are) AL amyloidosis ?
12581,MedQuAD,What are the treatments for Klumpke paralysis ?
12582,MedQuAD,How many people are affected by Arts syndrome ?
12583,MedQuAD,Who is at risk for Childhood Interstitial Lung Disease? ?
12584,MedQuAD,What causes Mineral and Bone Disorder in Chronic Kidney Disease ?
12585,MedQuAD,What are the genetic changes related to VACTERL association ?
12586,MedQuAD,What is (are) Clouston syndrome ?
12587,MedQuAD,what research (or clinical trials) is being done for Central Cord Syndrome ?
12588,MedQuAD,What are the treatments for factor XIII deficiency ?
12589,MedQuAD,What are the symptoms of Cardioskeletal syndrome Kuwaiti type ?
12590,PubMedQA,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?
12591,MedQuAD,What is (are) Hemolytic Uremic Syndrome in Children ?
12592,MedQuAD,Do you have information about Pregnancy and Nutrition
12593,MedQuAD,what are the symptoms for Hantavirus ?
12594,MedQuAD,What is the outlook for Aicardi-Goutieres Syndrome Disorder ?
12595,MedQuAD,What are the treatments for 1p36 deletion syndrome ?
12596,MedQuAD,What are the symptoms of Cushing disease ?
12597,MedQuAD,What are the symptoms of Corneodermatoosseous syndrome ?
12598,MedQuAD,What to do for Peyronie's Disease ?
12599,MedQuAD,What are the symptoms of TAR syndrome ?
12600,MedQuAD,How to diagnose VACTERL association ?
12601,MedQuAD,What are the symptoms of Erythropoietic protoporphyria ?
12602,MedQuAD,Do you have information about Cervical Cancer Screening
12603,MedQuAD,Who is at risk for Anxiety Disorders? ?
12604,MedQuAD,What to do for Primary Sclerosing Cholangitis ?
12605,MedQuAD,How to diagnose Small Intestine Cancer ?
12606,MedQuAD,what research (or clinical trials) is being done for Dyslexia ?
12607,MedQuAD,What is (are) Gilbert syndrome ?
12608,MedQuAD,Is juvenile Paget disease inherited ?
12609,MedQuAD,What are the symptoms of 3 methylglutaconic aciduria type V ?
12610,MedQuAD,What are the complications of Gastritis ?
12611,PubMedQA,Undescended testes: does age at orchiopexy affect survival of the testis?
12612,MedQuAD,What is (are) Early Infantile Epileptic Encephalopathy ?
12613,MedQuAD,What is (are) Pseudoangiomatous stromal hyperplasia ?
12614,MedQuAD,What are the symptoms of Age-related Macular Degeneration ?
12615,MedQuAD,How many people are affected by Cyclic Vomiting Syndrome ?
12616,MedQuAD,What are the treatments for Celiac artery compression syndrome ?
12617,MedQuAD,What are the symptoms of Hypotension ?
12618,MedQuAD,What are the genetic changes related to DMD-associated dilated cardiomyopathy ?
12619,MedQuAD,What are the symptoms of Paragangliomas 1 ?
12620,MedQuAD,How many people are affected by mucolipidosis III alpha/beta ?
12621,MedQuAD,What are the treatments for Disseminated Intravascular Coagulation ?
12622,MedQuAD,What are the treatments for What I need to know about Interstitial Cystitis/Painful Bladder Syndrome ?
12623,MedQuAD,What causes Gardner-Diamond syndrome ?
12624,MedQuAD,What are the symptoms of Ausems Wittebol-Post Hennekam syndrome ?
12625,MedQuAD,What are the symptoms of Oral submucous fibrosis ?
12626,MedQuAD,What are the symptoms of Lipase deficiency combined ?
12627,MedQuAD,How to diagnose Barrett esophagus ?
12628,PubMedQA,Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?
12629,MedQuAD,What causes Turner syndrome ?
12630,MedQuAD,Is DOORS syndrome inherited ?
12631,MedQuAD,What is the outlook for Myopathy ?
12632,MedQuAD,What are the treatments for Zellweger Syndrome ?
12633,MedQuAD,What is (are) Non-A-E hepatitis ?
12634,MedQuAD,Is congenital contractural arachnodactyly inherited ?
12635,MedQuAD,what research (or clinical trials) is being done for Essential Tremor ?
12636,MedQuAD,How to prevent Creating a Family Health History ?
12637,MedQuAD,What are the treatments for Cone-rod dystrophy ?
12638,MedQuAD,How many people are affected by Alport syndrome ?
12639,MedQuAD,Is congenital fiber-type disproportion inherited ?
12640,MedQuAD,how can these diseases be diagnosed for Marine Toxins ?
12641,MedQuAD,What is (are) La Crosse encephalitis ?
12642,MedQuAD,What is (are) Angelman Syndrome ?
12643,MedQuAD,"Is hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome inherited ?"
12644,MedQuAD,What are the symptoms of Hyperinsulinemic hypoglycemia familial 2 ?
12645,MedQuAD,What are the treatments for X-linked congenital stationary night blindness ?
12646,MedQuAD,What is (are) Urinary Incontinence in Men ?
12647,MedQuAD,how can these diseases be treated for Marine Toxins ?
12648,MedQuAD,What are the genetic changes related to Friedreich ataxia ?
12649,MedQuAD,What is (are) Viral Hepatitis: A through E and Beyond ?
12650,MedQuAD,What are the treatments for Chronic inflammatory demyelinating polyneuropathy ?
12651,MedQuAD,What is (are) Aneurysm ?
12652,MedQuAD,What is (are) mucolipidosis type IV ?
12653,MedQuAD,What is (are) Von Hippel-Lindau disease ?
12654,MedQuAD,Is Hypophosphatemic rickets inherited ?
12655,MedQuAD,What are the stages of Extragonadal Germ Cell Tumors ?
12656,MedQuAD,Who is at risk for Anemia of Inflammation and Chronic Disease? ?
12657,MedQuAD,What are the symptoms of Persistence of mullerian derivatives with lymphangiectasia and postaxial polydactyly ?
12658,MedQuAD,What is (are) Acute Lymphocytic Leukemia ?
12659,MedQuAD,What are the symptoms of Congenital varicella syndrome ?
12660,MedQuAD,How many people are affected by glycogen storage disease type III ?
12661,MedQuAD,What are the treatments for Desmoplastic infantile ganglioglioma ?
12662,MedQuAD,What are the genetic changes related to beta-ketothiolase deficiency ?
12663,MedQuAD,Who is at risk for Stroke? ?
12664,MedQuAD,How many people are affected by supravalvular aortic stenosis ?
12665,PubMedQA,Is minilaparoscopic inguinal hernia repair feasible?
12666,MedQuAD,What are the genetic changes related to atelosteogenesis type 2 ?
12667,MedQuAD,What are the symptoms of Brachydactyly type B ?
12668,MedQuAD,Is essential pentosuria inherited ?
12669,MedQuAD,What are the treatments for autosomal recessive primary microcephaly ?
12670,MedQuAD,What is (are) 22q13.3 deletion syndrome ?
12671,MedQuAD,What are the symptoms of Paine syndrome ?
12672,MedQuAD,Is Shwachman-Diamond syndrome inherited ?
12673,MedQuAD,What are the treatments for Hemangioendothelioma ?
12674,MedQuAD,What is (are) Eczema ?
12675,MedQuAD,Is granulomatosis with polyangiitis inherited ?
12676,MedQuAD,What are the treatments for Coronary Heart Disease ?
12677,MedQuAD,What is (are) Child Sexual Abuse ?
12678,MedQuAD,What are the complications of IgA Nephropathy ?
12679,MedQuAD,What is (are) Pulmonary alveolar proteinosis acquired ?
12680,MedQuAD,What are the symptoms of What I need to know about Gas ?
12681,MedQuAD,What is (are) Endometrial stromal sarcoma ?
12682,MedQuAD,How to diagnose Overview of Kidney Disease in Children ?
12683,MedQuAD,What is (are) trisomy 18 ?
12684,MedQuAD,What is (are) SCOT deficiency ?
12685,MedQuAD,What are the symptoms of Microcephaly brain defect spasticity hypernatremia ?
12686,MedQuAD,What are the treatments for retroperitoneal fibrosis ?
12687,MedQuAD,What are the treatments for Primary Hyperparathyroidism ?
12688,MedQuAD,What is the outlook for Schilder's Disease ?
12689,MedQuAD,What are the genetic changes related to laryngo-onycho-cutaneous syndrome ?
12690,MedQuAD,How many people are affected by amelogenesis imperfecta ?
12691,MedQuAD,What are the symptoms of Coronary Heart Disease ?
12692,MedQuAD,What is (are) PURA syndrome ?
12693,MedQuAD,What are the genetic changes related to ring chromosome 20 syndrome ?
